row_idx,Polar_pretty_formula,NPolar_mpid,Polar_mpid,Energy_diff_meV,$M_A$,$M_B$,$M_X$,$A_{Mend}$,$B_{Mend}$,$X_{Mend}$,$A_{wt}$,$B_{wt}$,$X_{wt}$,$A_{Mend_wt}$,$B_{Mend_wt}$,X_AN,A_$E_{affinity}$,A_$r_{p/s+p+d}$,A_$IE_{I}$,A_$\chi_{Mulliken}$,B_$\chi_{Mulliken}$,B_$E_{affinity}$,B_$r_{p/s+p+d}$,X_$\chi_{Mulliken}$,X_$R_{covalent}$,X_$E_{affinity}$,X_$IE_{I}$,X_$N_e$,A_chi_calc,A_eta_calc,A_softness_calc,A_omega_calc,X_chi_calc,X_eta_calc,X_softness_calc,X_omega_calc,AX_chi_mismatch,AX_eta_mismatch,AXchi_x_dAcancel,Asoft_x_dAnet,polar_A_offcenter_mean_A,polar_A_offcenter_p90_A,polar_A_offcenter_max_A,npolar_A_offcenter_mean_A,npolar_A_offcenter_p90_A,npolar_A_offcenter_max_A,d_A_offcenter_mean_A,d_A_offcenter_p90_A,d_A_offcenter_max_A,polar_B_offcenter_mean_A,polar_B_offcenter_p90_A,polar_B_offcenter_max_A,polar_B_offcenter_frac_gt_0p10A,polar_B_offcenter_frac_gt_0p20A,npolar_B_offcenter_mean_A,npolar_B_offcenter_p90_A,npolar_B_offcenter_max_A,npolar_B_offcenter_frac_gt_0p10A,npolar_B_offcenter_frac_gt_0p20A,d_B_offcenter_mean_A,d_B_offcenter_p90_A,d_B_offcenter_max_A,d_B_offcenter_frac_gt_0p10A,polar_AX_dist_mean_A,polar_AX_dist_std_A,polar_AX_dist_distortion,npolar_AX_dist_mean_A,npolar_AX_dist_std_A,npolar_AX_dist_distortion,d_AX_dist_mean_A,d_AX_dist_std_A,d_AX_dist_distortion,polar_BX_dist_mean_A,polar_BX_dist_std_A,polar_BX_dist_distortion,npolar_BX_dist_mean_A,npolar_BX_dist_std_A,npolar_BX_dist_distortion,d_BX_dist_mean_A,d_BX_dist_std_A,d_BX_dist_distortion,polar_A_cage_asph_mean,polar_A_cage_asph_std,npolar_A_cage_asph_mean,npolar_A_cage_asph_std,d_A_cage_asph_mean,d_A_cage_asph_std,polar_A_CN_mean,polar_A_CN_mode,npolar_A_CN_mean,npolar_A_CN_mode,d_A_CN_mean,polar_B_CN_mean,polar_B_CN_mode,npolar_B_CN_mean,npolar_B_CN_mode,d_B_CN_mean,polar_n_A_sites,npolar_n_A_sites,polar_n_B_sites,npolar_n_B_sites,polar_n_X_sites,npolar_n_X_sites,polar_Ewald_eV_per_atom,npolar_Ewald_eV_per_atom,d_Ewald_eV_per_atom,polar_Ewald_A_siteE_mean_eV,polar_Ewald_A_siteE_std_eV,polar_Ewald_B_siteE_mean_eV,polar_Ewald_B_siteE_std_eV,polar_Ewald_X_siteE_mean_eV,polar_Ewald_X_siteE_std_eV,npolar_Ewald_A_siteE_mean_eV,npolar_Ewald_A_siteE_std_eV,npolar_Ewald_B_siteE_mean_eV,npolar_Ewald_B_siteE_std_eV,npolar_Ewald_X_siteE_mean_eV,npolar_Ewald_X_siteE_std_eV,d_Ewald_A_siteE_mean_eV,d_Ewald_A_siteE_std_eV,d_Ewald_B_siteE_mean_eV,d_Ewald_B_siteE_std_eV,d_Ewald_X_siteE_mean_eV,d_Ewald_X_siteE_std_eV,split
324,Ca2Cr3O8,mvc-3578,mp-1042858,59.402916,40.078,51.9961,15.9994,16,57,101,0.153846154,0.230769231,0.615384615,2.461538462,13.15384615,8,0.024563319,0.502994012,6.112846243,3.068704781,3.721342841,0.675854024,0.50929368,7.53936359,0.63,1.461113279,13.6176139,8,3.068704781,3.044141462,0.328499845,1.546733151,7.53936359,6.078250311,0.16452103,4.675852459,4.470658809,3.034108849,0.089928159,0.009222794,1.089649802,1.959782344,1.959782344,0.277812056,0.277813279,0.277813585,0.811837746,1.681969065,1.681968759,0.068910642,0.068913277,0.068913277,0,0,0.086887092,0.130329335,0.130330138,0.666666667,0,-0.017976451,-0.061416059,-0.061416861,-0.666666667,3.209463121,1.008352772,0.314181137,2.368218561,0.057067702,0.024097312,0.84124456,0.951285071,0.290083825,1.968444714,0.057257313,0.02908759,1.953410117,0.059830968,0.030628984,0.015034598,-0.002573655,-0.001541394,0.388824319,0.157323972,0.165921551,5.22E-07,0.222902769,0.15732345,11,6,6,6,5,6,6,6,6,0,4,2,6,3,16,8,-38.83570126,-39.02790099,0.192199729,-22.64301078,0.355097521,-85.24730735,5.38E-06,-25.47952159,0.661300331,-22.94683777,2.87E-05,-85.43262608,0.329657055,-25.64639488,0.852129198,0.303826989,0.355068862,0.185318729,-0.329651675,0.16687329,-0.190828867,train
325,Zn2Ni3O8,mvc-3317,mp-1042880,23.408184,65.409,58.6934,15.9994,76,67,101,0.153846154,0.230769231,0.615384615,11.69230769,15.46153846,8,-0.60112764,0.515815085,9.394174016,4.697087008,4.398336935,1.157170707,0.513684211,7.53936359,0.63,1.461113279,13.6176139,8,4.396523188,4.997650828,0.200094011,1.933850203,7.53936359,6.078250311,0.16452103,4.675852459,3.142840402,1.080599483,0.058328378,0.005010295,1.088853867,1.884305497,1.884305497,0.421020887,0.421021646,0.421021836,0.66783298,1.463283851,1.463283661,0.035742662,0.03574298,0.03574298,0,0,0.037004942,0.055506203,0.055506956,0,0,-0.00126228,-0.019763223,-0.019763977,0,2.930839664,0.992917647,0.338782656,2.162807851,0.212252707,0.09813757,0.768031812,0.78066494,0.240645086,1.900765888,0.021677229,0.011404471,1.879775176,0.014435889,0.007679583,0.020990712,0.00724134,0.003724888,0.299132698,0.225664281,0.139856967,9.90E-08,0.159275731,0.225664182,11,6,6,6,5,6,6,6,6,0,4,2,6,3,16,8,-40.57438994,-40.70328316,0.128893222,-26.23371488,0.809312609,-87.21633509,2.94E-05,-26.66882927,1.342196616,-26.31770624,3.16E-05,-87.15646475,0.998557358,-26.87973429,1.339315279,0.083991362,0.809281045,-0.059870341,-0.998527932,0.210905023,0.002881337,train
326,Ca2Ni3O8,mvc-15993,mp-1042917,124.71038,40.078,58.6934,15.9994,16,67,101,0.153846154,0.230769231,0.615384615,2.461538462,15.46153846,8,0.024563319,0.502994012,6.112846243,3.068704781,4.398336935,1.157170707,0.513684211,7.53936359,0.63,1.461113279,13.6176139,8,3.068704781,3.044141462,0.328499845,1.546733151,7.53936359,6.078250311,0.16452103,4.675852459,4.470658809,3.034108849,0.303236879,0.030215579,1.091135856,1.895816445,1.895816445,0.305719715,0.305720464,0.305720651,0.785416142,1.590095981,1.590095794,0.037505967,0.037506845,0.037506845,0,0,0.047561636,0.071341189,0.071341966,0,0,-0.010055669,-0.033834344,-0.033835121,0,3.141961191,0.956916747,0.304560333,2.341273515,0.080466058,0.034368499,0.800687677,0.876450689,0.270191834,1.898084253,0.031131233,0.016401397,1.891725888,0.032612835,0.017239726,0.006358366,-0.001481602,-0.000838329,0.389096462,0.159494364,0.187807005,5.12E-07,0.201289457,0.159493851,11,6,6,6,5,6,6,6,6,0,4,2,6,3,16,8,-40.12957278,-40.1240713,-0.005501475,-22.70598859,0.372673991,-88.7458776,3.58E-05,-26.25435451,1.197928314,-23.14133045,2.94E-05,-88.08626037,0.348729178,-26.38393561,1.577295749,0.435341858,0.372644597,-0.659617224,-0.348693332,0.129581098,-0.379367435,train
327,SbPO5,mp-9750,mp-1043556,45.745564,121.76,30.973762,15.9994,88,90,101,0.142857143,0.142857143,0.714285714,12.57142857,12.85714286,8,1.047402727,0.445238095,8.643800893,4.84560181,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.84560181,3.798199083,0.263282671,3.09091972,7.53936359,6.078250311,0.16452103,4.675852459,2.69376178,2.280051228,-1.128225645,0.000389787,0.007145779,0.007147138,0.007147276,7.17E-17,9.94E-17,1.06E-16,0.007145779,0.007147138,0.007147276,0.00523386,0.00523386,0.00523386,0,0,0.003608074,0.003608074,0.003608074,0,0,0.001625786,0.001625786,0.001625786,0,2.008279841,0.061360702,0.03055386,1.967113593,0.039028992,0.019840741,0.041166248,0.022331709,0.010713119,1.555704226,0.011567317,0.007435422,1.53095255,0.005071956,0.003312942,0.024751676,0.006495361,0.00412248,0.073674924,4.39E-09,0.053477734,5.93E-08,0.02019719,-5.50E-08,6,6,6,6,0,4,4,4,4,0,4,2,4,2,20,10,-59.37826651,-60.64325999,1.264993481,-123.5765431,1.00E-06,-145.1019715,0.000126599,-29.39387019,1.923192185,-127.3344753,4.09E-06,-147.6021161,0,-29.91324569,2.214841605,3.757932223,-3.09E-06,2.500144622,0.000126599,0.519375504,-0.291649421,test
328,TaPO5,mp-15844,mp-1043568,71.40508,180.94788,30.973762,15.9994,52,90,101,0.142857143,0.142857143,0.714285714,7.428571429,12.85714286,8,0.321292359,0.453608247,7.887209208,4.104250784,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,4.104250784,3.782958425,0.264343376,2.226415493,7.53936359,6.078250311,0.16452103,4.675852459,3.435112806,2.295291886,0.974716038,0.002339892,0.03119538,0.031200406,0.031201345,0.477796965,0.477796965,0.477796965,-0.446601585,-0.446596559,-0.44659562,0.011672479,0.011674563,0.011674615,0,0,3.93E-17,7.07E-17,7.85E-17,0,0,0.011672479,0.011674563,0.011674615,0,2.002672509,0.056599899,0.028262184,1.94190765,0.081752599,0.042099118,0.060764859,-0.0251527,-0.013836934,1.55273679,0.005024691,0.003236022,1.539397117,1.76E-16,1.14E-16,0.013339673,0.005024691,0.003236022,0.059401284,5.87E-07,0.115757702,9.81E-18,-0.056356419,5.87E-07,6,6,6,6,0,4,4,4,4,0,4,2,4,2,20,10,-59.79855354,-60.79774531,0.999191778,-124.8774364,1.79E-05,-145.2303111,8.72E-05,-29.69642546,1.993019201,-129.0349767,0,-151.0808682,0,-29.09367446,2.245865128,4.157540354,1.79E-05,5.850557085,8.72E-05,-0.602750999,-0.252845927,train
330,MoPO5,mp-26372,mp-1044164,70.65433,95.94,30.973762,15.9994,56,90,101,0.142857143,0.142857143,0.714285714,8,12.85714286,8,0.747263842,0.46728972,7.092269726,3.919766784,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,3.919766784,3.172502942,0.315208533,2.421522047,7.53936359,6.078250311,0.16452103,4.675852459,3.619596806,2.905747369,1.495347518,0.020229597,0.155348597,0.155350917,0.155352045,0.023802302,0.023802302,0.023802302,0.131546294,0.131548615,0.131549743,0.016920612,0.016920612,0.016920612,0,0,0.015405005,0.015405005,0.015405005,0,0,0.001515607,0.001515607,0.001515607,0,2.008433607,0.100419129,0.04999873,1.946658927,0.049422065,0.025388148,0.061774679,0.050997064,0.024610582,1.553988158,0.012920413,0.008314358,1.52769859,0.005727169,0.003748887,0.026289568,0.007193244,0.004565471,0.067057151,6.60E-09,0.047714456,7.03E-17,0.019342695,6.60E-09,6,6,6,6,0,4,4,4,4,0,4,4,4,4,20,20,-59.77286585,-61.45024576,1.677379908,-124.7299607,2.71E-05,-145.1220297,6.88E-05,-29.71161411,1.746068045,-130.6175063,2.01E-14,-149.5052977,3.48E-14,-30.00578325,1.836559101,5.887545596,2.71E-05,4.383268037,6.88E-05,0.294169144,-0.090491056,test
331,MoPO5,mp-504818,mp-1044164,57.42543,95.94,30.973762,15.9994,56,90,101,0.142857143,0.142857143,0.714285714,8,12.85714286,8,0.747263842,0.46728972,7.092269726,3.919766784,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,3.919766784,3.172502942,0.315208533,2.421522047,7.53936359,6.078250311,0.16452103,4.675852459,3.619596806,2.905747369,1.495219954,0.020226385,0.155348597,0.155350917,0.155352045,0.289192231,0.289192254,0.289192259,-0.133843634,-0.133841336,-0.133840214,0.016920612,0.016920612,0.016920612,0,0,4.46E-06,4.57E-06,4.59E-06,0,0,0.01691615,0.016916044,0.016916018,0,2.008433607,0.100419129,0.04999873,1.877982636,0.142635809,0.075951612,0.130450971,-0.04221668,-0.025952883,1.553988158,0.012920413,0.008314358,1.527256105,1.33E-06,8.72E-07,0.026732052,0.012919082,0.008313486,0.067057151,6.60E-09,0.083379958,1.13E-08,-0.016322807,-4.70E-09,6,6,6,6,0,4,4,4,4,0,4,2,4,2,20,10,-59.77286585,-61.48007938,1.707213531,-124.7299607,2.71E-05,-145.1220297,6.88E-05,-29.71161411,1.746068045,-131.2310988,5.61E-06,-152.2191035,3.20E-07,-29.38207067,2.255504481,6.501138099,2.15E-05,7.097073813,6.85E-05,-0.329543439,-0.509436436,test
332,MoPO5,mp-540138,mp-1044164,63.95511,95.94,30.973762,15.9994,56,90,101,0.142857143,0.142857143,0.714285714,8,12.85714286,8,0.747263842,0.46728972,7.092269726,3.919766784,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,3.919766784,3.172502942,0.315208533,2.421522047,7.53936359,6.078250311,0.16452103,4.675852459,3.619596806,2.905747369,1.495347518,0.020229597,0.155348597,0.155350917,0.155352045,0.253037993,0.253271303,0.253271303,-0.097689396,-0.097920386,-0.097919258,0.016920612,0.016920612,0.016920612,0,0,0.015289517,0.016973061,0.016973061,0,0,0.001631095,-5.24E-05,-5.24E-05,0,2.008433607,0.100419129,0.04999873,2.012302452,0.13709558,0.068128715,-0.003868845,-0.036676451,-0.018129985,1.553988158,0.012920413,0.008314358,1.545903484,0.005813702,0.003760715,0.008084674,0.007106711,0.004553643,0.067057151,6.60E-09,0.035932449,0.004435512,0.031124702,-0.004435505,6,6,6,6,0,4,4,4,4,0,4,4,4,4,20,20,-59.77286585,-60.27628375,0.503417904,-124.7299607,2.71E-05,-145.1220297,6.88E-05,-29.71161411,1.746068045,-126.6311999,0.054993598,-146.4078825,0.046128731,-29.77898077,2.167072776,1.90123918,-0.054966458,1.285852834,-0.046059895,0.067366663,-0.421004731,test
333,CrPO5,mp-26496,mp-1044170,90.25799,51.9961,30.973762,15.9994,57,90,101,0.142857143,0.142857143,0.714285714,8.142857143,12.85714286,8,0.675854024,0.50929368,6.766831659,3.721342841,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,3.721342842,3.045488818,0.328354514,2.2735911,7.53936359,6.078250311,0.16452103,4.675852459,3.818020748,3.032761493,1.786486866,0.037327439,0.242955693,0.242956141,0.242956235,0.695981479,0.881295474,0.881296614,-0.453025785,-0.638339334,-0.638340379,0.022585202,0.022586047,0.022586223,0,0,0.034534913,0.040766704,0.040769596,0,0,-0.011949711,-0.018180657,-0.018183373,0,1.916529417,0.151464872,0.07903081,2.789068219,1.079219843,0.386946377,-0.872538802,-0.927754971,-0.307915567,1.553588246,0.01469254,0.009457165,1.546807796,0.009316574,0.006023097,0.00678045,0.005375966,0.003434067,0.068105486,1.11E-06,0.270755576,0.115062241,-0.20265009,-0.115061134,6,6,10,6,-4,4,4,4,4,0,4,4,4,4,20,20,-61.23046781,-61.62347548,0.393007673,-132.4362235,0.000211318,-144.2911491,0.00010084,-30.37718043,1.773908192,-133.6055734,0.111444231,-144.7025824,0.165577485,-30.61123452,3.043173765,1.169349898,-0.111232913,0.411433357,-0.165476645,0.234054091,-1.269265573,test
334,CrPO5,mp-26924,mp-1044170,94.94203,51.9961,30.973762,15.9994,57,90,101,0.142857143,0.142857143,0.714285714,8.142857143,12.85714286,8,0.675854024,0.50929368,6.766831659,3.721342841,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,3.721342842,3.045488818,0.328354514,2.2735911,7.53936359,6.078250311,0.16452103,4.675852459,3.818020748,3.032761493,1.785600545,0.037288303,0.242955693,0.242956141,0.242956235,0.515084054,0.515260703,0.515324376,-0.27212836,-0.272304562,-0.272368141,0.022585202,0.022586047,0.022586223,0,0,0.053287796,0.053317513,0.053333004,0,0,-0.030702594,-0.030731466,-0.030746781,0,1.916529417,0.151464872,0.07903081,2.003062214,0.408308475,0.203842133,-0.086532796,-0.256843602,-0.124811323,1.553588246,0.01469254,0.009457165,1.54665416,0.006507454,0.00420744,0.006934086,0.008185086,0.005249725,0.068105486,1.11E-06,0.13945926,3.80E-05,-0.071353773,-3.69E-05,6,6,6,6,0,4,4,4,4,0,4,4,4,4,20,20,-61.23046781,-61.5369223,0.306454491,-132.4362235,0.000211318,-144.2911491,0.00010084,-30.37718043,1.773908192,-133.2915949,0.002704012,-144.0142652,0.003018659,-30.6905192,3.382485906,0.855371405,-0.002492694,-0.276883825,-0.002917819,0.313338771,-1.608577714,test
336,CrPO5,mp-772276,mp-1044170,75.52943,51.9961,30.973762,15.9994,57,90,101,0.142857143,0.142857143,0.714285714,8.142857143,12.85714286,8,0.675854024,0.50929368,6.766831659,3.721342841,5.616589466,0.746610893,0.516129032,7.53936359,0.63,1.461113279,13.6176139,8,3.721342842,3.045488818,0.328354514,2.2735911,7.53936359,6.078250311,0.16452103,4.675852459,3.818020748,3.032761493,1.786494036,0.037327883,0.242955693,0.242956141,0.242956235,0.212464807,0.392725874,0.392725874,0.030490887,-0.149769733,-0.14976964,0.022585202,0.022586047,0.022586223,0,0,0.077346807,0.082425197,0.082425197,0,0,-0.054761605,-0.059839149,-0.059838974,0,1.916529417,0.151464872,0.07903081,2.653818427,0.921721477,0.347318968,-0.73728901,-0.770256605,-0.268288158,1.553588246,0.01469254,0.009457165,1.544460939,0.030370419,0.01966409,0.009127307,-0.015677879,-0.010206925,0.068105486,1.11E-06,0.224666526,0.195182618,-0.156561039,-0.195181511,6,6,9,6,-3,4,4,4,4,0,4,4,4,4,20,20,-61.23046781,-61.18582702,-0.044640794,-132.4362235,0.000211318,-144.2911491,0.00010084,-30.37718043,1.773908192,-132.2610503,13.81267706,-140.1349875,0.001073579,-31.18095027,6.467232164,-0.175173204,-13.81246575,-4.156161581,-0.000972739,0.803769846,-4.693323972,test
337,Mg(BiO2)2,mp-1041727,mp-1044582,-158.04907,24.305,208.9804,15.9994,73,87,101,0.142857143,0.285714286,0.571428571,10.42857143,24.85714286,8,-0.414570786,0.556650246,7.645721725,3.822860863,4.114221211,0.942360854,0.442299795,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,1.548698655,0.164006849,1.437732975,2.228489437,2.228520469,0.340487826,0.423233514,0.423233514,1.097245149,1.805255923,1.805286954,0.048036192,0.060798812,0.16212282,0.083333333,0,0.21943787,0.438875739,0.438875739,0.5,0.5,-0.171401678,-0.378076927,-0.27675292,-0.416666667,3.68194087,1.266567506,0.343994526,2.357254583,0.221842294,0.094110452,1.324686287,1.044725212,0.249884075,2.408423419,0.050955212,0.021157082,2.465893714,0.21103863,0.08558302,-0.057470295,-0.160083418,-0.064425938,0.519497269,0.247238357,0.099685705,0.011246085,0.419811564,0.235992272,13.83333333,16,6,6,7.833333333,5.833333333,6,6,6,-0.166666667,6,4,12,8,24,16,-27.42312038,-26.84952368,-0.573596696,-26.15749902,0.54870968,-40.56042922,1.399648442,-21.1708713,0.980818127,-24.78131209,0.634661037,-39.84387924,0.032227778,-20.8693988,0.623533307,-1.376186928,-0.085951357,-0.716549982,1.367420664,-0.301472495,0.35728482,train
338,Mg(BiO2)2,mp-1042238,mp-1044582,132.96773,24.305,208.9804,15.9994,73,87,101,0.142857143,0.285714286,0.571428571,10.42857143,24.85714286,8,-0.414570786,0.556650246,7.645721725,3.822860863,4.114221211,0.942360854,0.442299795,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,1.548698655,0.164006849,1.437732975,2.228489437,2.228520469,0.089164389,0.089164389,0.089164389,1.348568586,2.139325048,2.139356079,0.048036192,0.060798812,0.16212282,0.083333333,0,0.342601101,0.372304423,0.372304423,1,1,-0.29456491,-0.311505611,-0.210181604,-0.916666667,3.68194087,1.266567506,0.343994526,5.421398107,2.365857051,0.436392422,-1.739457237,-1.099289545,-0.092397896,2.408423419,0.050955212,0.021157082,5.347317834,2.075704293,0.388176719,-2.938894415,-2.024749081,-0.367019637,0.519497269,0.247238357,0.998926546,1.11E-16,-0.479429277,0.247238357,13.83333333,16,6,6,7.833333333,5.833333333,6,6,6,-0.166666667,6,2,12,4,24,8,-27.42312038,-27.56552416,0.142403783,-26.15749902,0.54870968,-40.56042922,1.399648442,-21.1708713,0.980818127,-27.010327,3.55E-15,-42.27914002,0.309597458,-20.34751552,0.5649745,0.852827984,0.54870968,1.718710797,1.090050984,-0.823355774,0.415843627,train
339,Mg(BiO2)2,mp-1046883,mp-1044582,-12.50316,24.305,208.9804,15.9994,73,87,101,0.142857143,0.285714286,0.571428571,10.42857143,24.85714286,8,-0.414570786,0.556650246,7.645721725,3.822860863,4.114221211,0.942360854,0.442299795,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,1.548698655,0.164006849,1.437732975,2.228489437,2.228520469,3.13867626,3.13867626,3.13867626,-1.700943284,-0.910186822,-0.910155791,0.048036192,0.060798812,0.16212282,0.083333333,0,5.05E-16,8.26E-16,8.95E-16,0,0,0.048036192,0.060798812,0.16212282,0.083333333,3.68194087,1.266567506,0.343994526,3.94870369,1.371320613,0.347283747,-0.26676282,-0.104753107,-0.00328922,2.408423419,0.050955212,0.021157082,2.421783086,2.42E-06,9.98E-07,-0.013359666,0.050952796,0.021156084,0.519497269,0.247238357,0.430856777,1.11E-16,0.088640492,0.247238357,13.83333333,16,16,16,-2.166666667,5.833333333,6,6,6,-0.166666667,6,2,12,4,24,8,-27.42312038,-27.31958298,-0.103537397,-26.15749902,0.54870968,-40.56042922,1.399648442,-21.1708713,0.980818127,-26.40996797,1.42E-14,-39.97683202,4.75E-05,-21.21836222,9.67E-06,0.25246895,0.54870968,-0.583597206,1.399600987,0.047490921,0.980808461,train
340,Mg(BiO2)2,mp-1047375,mp-1044582,-94.245995,24.305,208.9804,15.9994,73,87,101,0.142857143,0.285714286,0.571428571,10.42857143,24.85714286,8,-0.414570786,0.556650246,7.645721725,3.822860863,4.114221211,0.942360854,0.442299795,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,1.548698655,0.164006849,1.437732975,2.228489437,2.228520469,1.533294301,1.533294301,1.533294301,-0.095561326,0.695195136,0.695226168,0.048036192,0.060798812,0.16212282,0.083333333,0,0.197961812,0.197961812,0.197961812,1,0,-0.149925621,-0.137163,-0.035838993,-0.916666667,3.68194087,1.266567506,0.343994526,4.541948184,0.174222095,0.038358451,-0.860007315,1.092345411,0.305636076,2.408423419,0.050955212,0.021157082,3.540155168,0.802681447,0.226736233,-1.131731749,-0.751726235,-0.205579151,0.519497269,0.247238357,0.927854966,0,-0.408357697,0.247238357,13.83333333,16,6,6,7.833333333,5.833333333,6,6,6,-0.166666667,6,2,12,4,24,8,-27.42312038,-27.23623367,-0.18688671,-26.15749902,0.54870968,-40.56042922,1.399648442,-21.1708713,0.980818127,-25.22333511,1.78E-14,-41.59437137,1.33E-14,-20.56038946,0.54352935,-0.934163906,0.54870968,1.033942147,1.399648442,-0.610481839,0.437288777,train
341,Mg(BiO2)2,mp-1047543,mp-1044582,-51.111706,24.305,208.9804,15.9994,73,87,101,0.142857143,0.285714286,0.571428571,10.42857143,24.85714286,8,-0.414570786,0.556650246,7.645721725,3.822860863,4.114221211,0.942360854,0.442299795,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,1.548698655,0.164006849,1.437732975,2.228489437,2.228520469,0.593143379,0.593143379,0.593143379,0.844589596,1.635346058,1.63537709,0.048036192,0.060798812,0.16212282,0.083333333,0,1.111658185,1.111658185,1.111658185,1,1,-1.063621993,-1.050859372,-0.949535365,-0.916666667,3.68194087,1.266567506,0.343994526,2.316525631,0.45790383,0.197668363,1.365415239,0.808663676,0.146326163,2.408423419,0.050955212,0.021157082,2.388821715,0.061999516,0.025954015,0.019601704,-0.011044304,-0.004796933,0.519497269,0.247238357,0.492610526,7.34E-17,0.026886743,0.247238357,13.83333333,16,8,8,5.833333333,5.833333333,6,6,6,-0.166666667,6,4,12,8,24,16,-27.42312038,-27.48833941,0.065219027,-26.15749902,0.54870968,-40.56042922,1.399648442,-21.1708713,0.980818127,-25.35377012,1.51E-14,-41.81278894,1.46E-14,-20.85975696,0.198953014,-0.803728894,0.54870968,1.252359712,1.399648442,-0.311114335,0.781865113,train
342,Mg(BiO2)2,mp-1047792,mp-1044582,54.860554,24.305,208.9804,15.9994,73,87,101,0.142857143,0.285714286,0.571428571,10.42857143,24.85714286,8,-0.414570786,0.556650246,7.645721725,3.822860863,4.114221211,0.942360854,0.442299795,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,-1.225838533,0.164006849,1.437732975,2.228489437,2.228520469,2.26E-16,4.07E-16,4.52E-16,1.437732975,2.228489437,2.228520469,0.048036192,0.060798812,0.16212282,0.083333333,0,0.059791078,0.119582156,0.119582156,0.5,0,-0.011754886,-0.058783344,0.042540664,-0.416666667,3.68194087,1.266567506,0.343994526,2.203603577,0.027726256,0.012582234,1.478337293,1.23884125,0.331412293,2.408423419,0.050955212,0.021157082,2.338562504,0.061744557,0.026402783,0.069860915,-0.010789346,-0.005245701,0.519497269,0.247238357,0.090619025,5.50E-07,0.428878244,0.247237806,13.83333333,16,6,6,7.833333333,5.833333333,6,5,4,0.833333333,6,2,12,4,24,8,-27.42312038,-27.71553494,0.292414558,-26.15749902,0.54870968,-40.56042922,1.399648442,-21.1708713,0.980818127,-26.86030215,4.58E-05,-41.99872492,0.568329033,-20.78774814,0.843125687,0.702803131,0.548663846,1.438295697,0.831319409,-0.383123155,0.13769244,train
343,Mg(BiO2)2,mvc-5754,mp-1044582,-27.91688,24.305,208.9804,15.9994,73,87,101,0.142857143,0.285714286,0.571428571,10.42857143,24.85714286,8,-0.414570786,0.556650246,7.645721725,3.822860863,4.114221211,0.942360854,0.442299795,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,1.548303539,0.163989101,1.437732975,2.228489437,2.228520469,0.71031482,0.710387224,0.710406996,0.727418155,1.518102214,1.518113473,0.048036192,0.060798812,0.16212282,0.083333333,0,1.122185695,1.381219767,1.381233782,1,1,-1.074149504,-1.320420954,-1.219110962,-0.916666667,3.68194087,1.266567506,0.343994526,2.473842625,0.451263199,0.182413867,1.208098245,0.815304306,0.161580659,2.408423419,0.050955212,0.021157082,2.383030583,0.183861154,0.077154341,0.025392836,-0.132905942,-0.055997259,0.519497269,0.247238357,0.637307029,1.13E-05,-0.117809759,0.247227064,13.83333333,16,7,7,6.833333333,5.833333333,6,5,5,0.833333333,6,4,12,8,24,16,-27.42312038,-27.13706489,-0.286055486,-26.15749902,0.54870968,-40.56042922,1.399648442,-21.1708713,0.980818127,-25.10903456,0.000251351,-41.81804139,3.071734739,-20.30358423,1.567358487,-1.04846446,0.548458329,1.257612169,-1.672086297,-0.86728707,-0.58654036,train
