row_idx,Polar_pretty_formula,NPolar_mpid,Polar_mpid,Energy_diff_meV,$M_A$,$M_B$,$M_X$,$A_{Mend}$,$B_{Mend}$,$X_{Mend}$,$A_{wt}$,$B_{wt}$,$X_{wt}$,$A_{Mend_wt}$,$B_{Mend_wt}$,X_AN,A_$E_{affinity}$,A_$r_{p/s+p+d}$,A_$IE_{I}$,A_$\chi_{Mulliken}$,B_$\chi_{Mulliken}$,B_$E_{affinity}$,B_$r_{p/s+p+d}$,X_$\chi_{Mulliken}$,X_$R_{covalent}$,X_$E_{affinity}$,X_$IE_{I}$,X_$N_e$,A_chi_calc,A_eta_calc,A_softness_calc,A_omega_calc,X_chi_calc,X_eta_calc,X_softness_calc,X_omega_calc,AX_chi_mismatch,AX_eta_mismatch,AXchi_x_dAcancel,Asoft_x_dAnet,polar_A_offcenter_mean_A,polar_A_offcenter_p90_A,polar_A_offcenter_max_A,npolar_A_offcenter_mean_A,npolar_A_offcenter_p90_A,npolar_A_offcenter_max_A,d_A_offcenter_mean_A,d_A_offcenter_p90_A,d_A_offcenter_max_A,polar_B_offcenter_mean_A,polar_B_offcenter_p90_A,polar_B_offcenter_max_A,polar_B_offcenter_frac_gt_0p10A,polar_B_offcenter_frac_gt_0p20A,npolar_B_offcenter_mean_A,npolar_B_offcenter_p90_A,npolar_B_offcenter_max_A,npolar_B_offcenter_frac_gt_0p10A,npolar_B_offcenter_frac_gt_0p20A,d_B_offcenter_mean_A,d_B_offcenter_p90_A,d_B_offcenter_max_A,d_B_offcenter_frac_gt_0p10A,polar_AX_dist_mean_A,polar_AX_dist_std_A,polar_AX_dist_distortion,npolar_AX_dist_mean_A,npolar_AX_dist_std_A,npolar_AX_dist_distortion,d_AX_dist_mean_A,d_AX_dist_std_A,d_AX_dist_distortion,polar_BX_dist_mean_A,polar_BX_dist_std_A,polar_BX_dist_distortion,npolar_BX_dist_mean_A,npolar_BX_dist_std_A,npolar_BX_dist_distortion,d_BX_dist_mean_A,d_BX_dist_std_A,d_BX_dist_distortion,polar_A_cage_asph_mean,polar_A_cage_asph_std,npolar_A_cage_asph_mean,npolar_A_cage_asph_std,d_A_cage_asph_mean,d_A_cage_asph_std,polar_A_CN_mean,polar_A_CN_mode,npolar_A_CN_mean,npolar_A_CN_mode,d_A_CN_mean,polar_B_CN_mean,polar_B_CN_mode,npolar_B_CN_mean,npolar_B_CN_mode,d_B_CN_mean,polar_n_A_sites,npolar_n_A_sites,polar_n_B_sites,npolar_n_B_sites,polar_n_X_sites,npolar_n_X_sites,polar_Ewald_eV_per_atom,npolar_Ewald_eV_per_atom,d_Ewald_eV_per_atom,polar_Ewald_A_siteE_mean_eV,polar_Ewald_A_siteE_std_eV,polar_Ewald_B_siteE_mean_eV,polar_Ewald_B_siteE_std_eV,polar_Ewald_X_siteE_mean_eV,polar_Ewald_X_siteE_std_eV,npolar_Ewald_A_siteE_mean_eV,npolar_Ewald_A_siteE_std_eV,npolar_Ewald_B_siteE_mean_eV,npolar_Ewald_B_siteE_std_eV,npolar_Ewald_X_siteE_mean_eV,npolar_Ewald_X_siteE_std_eV,d_Ewald_A_siteE_mean_eV,d_Ewald_A_siteE_std_eV,d_Ewald_B_siteE_mean_eV,d_Ewald_B_siteE_std_eV,d_Ewald_X_siteE_mean_eV,d_Ewald_X_siteE_std_eV,split
2199,Li7Mn5O12,mp-1175378,mp-756600,-44.162754,6.941,54.938045,15.9994,12,60,101,0.291666667,0.208333333,0.5,3.5,12.5,8,0.618048347,0.388198758,5.391493075,3.004770711,3.717145312,-0.518213483,0.502040816,7.53936359,0.63,1.461113279,13.6176139,8,3.004770711,2.386722364,0.418984635,1.891432191,7.53936359,6.078250311,0.16452103,4.675852459,4.534592879,3.691527947,0.170847658,0.002131167,0.105834553,0.182598779,0.182598779,1.233807438,4.082459797,4.082459797,-1.127972885,-3.899861018,-3.899861018,0.081827362,0.131521124,0.131521124,0.4,0,1.656884767,4.105194765,4.105194765,0.4,0.4,-1.575057405,-3.973673641,-3.973673641,0,2.140266846,0.104238793,0.048703643,4.826958445,1.943680392,0.402671872,-2.686691599,-1.839441599,-0.353968229,2.014774996,0.101988859,0.050620471,5.020971665,2.197820763,0.437728175,-3.006196669,-2.095831904,-0.387107704,0.072105568,0.027998567,0.957452023,0.063164731,-0.885346455,-0.035166164,6,6,6,6,0,6,6,6,6,0,7,7,5,5,12,12,-27.71502214,-27.04570968,-0.669312464,-8.035486768,1.028886392,-61.58810142,4.622578713,-25.08096808,2.919015831,-8.846367495,2.919549005,-57.31998457,11.35536636,-25.04771141,6.880857864,0.810880727,-1.890662613,-4.268116848,-6.732787643,-0.033256665,-3.961842033,train
2200,Li7Mn5O12,mp-764764,mp-756600,1.6016375,6.941,54.938045,15.9994,12,60,101,0.291666667,0.208333333,0.5,3.5,12.5,8,0.618048347,0.388198758,5.391493075,3.004770711,3.717145312,-0.518213483,0.502040816,7.53936359,0.63,1.461113279,13.6176139,8,3.004770711,2.386722364,0.418984635,1.891432191,7.53936359,6.078250311,0.16452103,4.675852459,4.534592879,3.691527947,0.169172706,0.002116538,0.105834553,0.182598779,0.182598779,0.0874626,0.107743917,0.108062741,0.018371953,0.074854862,0.074536038,0.081827362,0.131521124,0.131521124,0.4,0,0.005512889,0.012477258,0.012497894,0,0,0.076314473,0.119043866,0.11902323,0.4,2.140266846,0.104238793,0.048703643,2.152753021,0.082686477,0.038409644,-0.012486175,0.021552315,0.010293999,2.014774996,0.101988859,0.050620471,2.017489864,0.122522497,0.060730167,-0.002714868,-0.020533639,-0.010109697,0.072105568,0.027998567,0.10049323,0.021902863,-0.028387661,0.006095704,6,6,6,6,0,6,6,6,6,0,7,14,5,10,12,24,-27.71502214,-27.13138075,-0.583641388,-8.035486768,1.028886392,-61.58810142,4.622578713,-25.08096808,2.919015831,-8.646076062,0.827672159,-58.09067214,14.13376506,-25.01477041,6.099588137,0.610589294,0.201214233,-3.497429278,-9.511186347,-0.066197665,-3.180572305,train
2201,Ba3GeO5,mp-754370,mp-756637,27.223505,137.327,72.64,15.9994,14,84,101,0.333333333,0.111111111,0.555555556,4.666666667,9.333333333,8,0.144623019,0.434592354,5.21219121,2.678407114,4.565124981,1.232676484,0.488372093,7.53936359,0.63,1.461113279,13.6176139,8,2.678407115,2.533784096,0.394666618,1.415642454,7.53936359,6.078250311,0.16452103,4.675852459,4.860956475,3.544466215,0.253855556,0.008039317,0.363830109,0.562578102,0.562578124,0.184915951,0.277376554,0.277376554,0.178914159,0.285201549,0.28520157,0.015647686,0.025470969,0.027730199,0,0,1.11E-16,2.00E-16,2.22E-16,0,0,0.015647686,0.025470969,0.027730199,0,2.76161079,0.071429712,0.025865235,2.909511545,0.15688268,0.053920625,-0.147900755,-0.085452968,-0.02805539,1.786286499,0.006538388,0.003660324,1.765813556,1.25E-10,7.06E-11,0.020472943,0.006538387,0.003660324,0.18465571,0.081382123,0.039824588,0.021726406,0.144831122,0.059655717,6,6,8.666666667,8,-2.666666667,4,4,4,4,0,9,6,3,2,15,10,-28.05769675,-28.17975643,0.122059683,-18.58811263,0.397319102,-88.50494733,0.913623676,-21.64999711,2.7958397,-18.47513487,0.611174472,-88.30798814,1.42E-14,-21.97688303,2.836508196,-0.112977761,-0.21385537,-0.196959188,0.913623676,0.326885923,-0.040668495,train
2202,Te3WO12,mp-773515,mp-756661,25.2351,127.6,183.84,15.9994,92,55,101,0.1875,0.0625,0.75,17.25,3.4375,8,1.970879882,0.441102757,9.009659612,5.490269747,4.398388757,0.816289878,0.455639098,7.53936359,0.63,1.461113279,13.6176139,8,5.490269747,3.519389865,0.28414016,4.282427216,7.53936359,6.078250311,0.16452103,4.675852459,2.049093843,2.558860446,-1.082803222,0.001364513,0.071392348,0.095440426,0.099885143,4.57E-16,8.00E-16,8.88E-16,0.071392348,0.095440426,0.099885143,0.106884988,0.106884988,0.106884988,1,0,1.32E-16,1.32E-16,1.32E-16,0,0,0.106884988,0.106884988,0.106884988,1,1.964783156,0.021720108,0.01105471,1.949194647,0.029127699,0.014943453,0.015588509,-0.007407591,-0.003888743,1.956301315,0.030264406,0.015470217,1.925517371,0.025064412,0.013016975,0.030783944,0.005199994,0.002453242,0.043770914,0.010282718,0.04613197,0.007854325,-0.002361056,0.002428393,6,6,6,6,0,6,6,6,6,0,3,3,1,1,12,12,-63.71518114,-65.89114589,2.175964746,-171.8130689,1.258844316,-174.7316284,0,-27.4393386,0.585913485,-182.5705276,0.993162955,-185.7835327,0,-26.73026823,0.242920838,10.75745869,0.265681361,11.05190426,0,-0.709070365,0.342992646,train
2203,Mg2Mn3O8,mp-755023,mp-756696,37.010868,24.305,54.938045,15.9994,73,60,101,0.153846154,0.230769231,0.615384615,11.23076923,13.84615385,8,-0.414570786,0.556650246,7.645721725,3.822860863,3.717145312,-0.518213483,0.502040816,7.53936359,0.63,1.461113279,13.6176139,8,3.61557547,4.030146256,0.248129953,1.621825257,7.53936359,6.078250311,0.16452103,4.675852459,3.92378812,2.048104055,2.740990582,0.32163394,1.327771085,2.364756539,2.624002903,0.264281381,0.264281381,0.264281381,1.063489704,2.100475158,2.359721521,0.035840714,0.035840714,0.035840714,0,0,0.070172235,0.105258352,0.105258352,0.666666667,0,-0.034331521,-0.069417638,-0.069417638,-0.666666667,3.071835452,1.196980303,0.389662897,2.130554892,0.076862723,0.036076387,0.941280561,1.12011758,0.35358651,1.950012512,0.044874678,0.023012507,1.89500059,0.038127583,0.02012009,0.055011922,0.006747094,0.002892417,0.290245621,0.107750336,0.100535989,3.54E-17,0.189709632,0.107750336,11,6,6,6,5,6,6,6,6,0,2,2,3,3,8,8,-39.33340443,-40.40882106,1.075416631,-24.80551967,0.503683922,-83.15777056,1.16E-14,-26.53123832,1.11775046,-26.43640884,0,-86.31960065,0.216066865,-26.68538177,1.179694051,1.630889169,0.503683922,3.161830086,-0.216066865,0.154143451,-0.061943591,val
2204,Li(CoO2)2,mp-752807,mp-756773,-30.533232,6.941,58.933195,15.9994,12,64,101,0.142857143,0.285714286,0.571428571,1.714285714,18.28571429,8,0.618048347,0.388198758,5.391493075,3.004770711,4.271623375,0.662256102,0.493273543,7.53936359,0.63,1.461113279,13.6176139,8,3.004770711,2.386722364,0.418984635,1.891432191,7.53936359,6.078250311,0.16452103,4.675852459,4.534592879,3.691527947,2.014712645,0.541441643,1.292283893,2.315250748,2.570992462,4.71E-05,5.75E-05,6.00E-05,1.29223682,2.315193295,2.570932414,0.032060779,0.040355439,0.045885212,0,0,1.85E-05,3.60E-05,4.11E-05,0,0,0.032042259,0.040319481,0.045844079,0,2.991174961,1.132430038,0.378590371,2.885903044,1.084646694,0.375843082,0.105271917,0.047783344,0.002747289,1.901009534,0.042561258,0.022388766,1.909097003,0.018996127,0.00995032,-0.008087469,0.023565131,0.012438446,0.286021149,0.103532809,0.792539751,0.006109741,-0.506518602,0.097423068,11,6,6,6,5,5.5,6,6,6,-0.5,2,2,4,4,8,8,-36.00136475,-35.6663204,-0.335044343,-9.09554154,0.209390792,-68.97972222,3.468663737,-26.23864182,1.813819596,-8.007133054,0.001865978,-66.63242767,0.801382018,-27.09806361,0.117290715,-1.088408486,0.207524814,-2.347294547,2.667281719,0.859421794,1.696528882,train
2205,LiV3O8,mp-27503,mp-756858,28.963455,6.941,50.9415,15.9994,12,54,101,0.083333333,0.25,0.666666667,1,13.5,8,0.618048347,0.388198758,5.391493075,3.004770711,3.636879226,0.527655332,0.498141264,7.53936359,0.63,1.461113279,13.6176139,8,3.004770711,2.386722364,0.418984635,1.891432191,7.53936359,6.078250311,0.16452103,4.675852459,4.534592879,3.691527947,1.940720762,0.025839341,0.131132744,0.178922266,0.190869647,0.11581433,0.11581433,0.11581433,0.015318414,0.063107936,0.075055317,0.344909333,0.437780835,0.463221215,1,1,0.359023391,0.465258848,0.465258848,1,1,-0.014114058,-0.027478013,-0.002037633,0,2.680720959,0.596629932,0.222563236,2.193931299,0.111266587,0.05071562,0.48678966,0.485363346,0.171847616,1.924387543,0.208670069,0.108434536,1.894482631,0.206450132,0.108974413,0.029904912,0.002219937,-0.000539877,0.158039372,0.013886028,0.163584719,0,-0.005545347,0.013886028,9,6,6,6,3,5.666666667,6,5.666666667,6,0,2,2,6,6,16,16,-50.78806649,-52.04877638,1.260709888,-8.330755219,2.300516719,-124.1850227,8.939539467,-28.57137182,7.376610304,-11.85012306,1.26E-15,-127.8566318,6.043986257,-28.64566226,6.406412897,3.519367843,2.300516719,3.671609089,2.89555321,0.074290443,0.970197407,val
2207,Li2CrO4,mp-758665,mp-756873,20.902822,6.941,51.9961,15.9994,12,57,101,0.285714286,0.142857143,0.571428571,3.428571429,8.142857143,8,0.618048347,0.388198758,5.391493075,3.004770711,3.721342841,0.675854024,0.50929368,7.53936359,0.63,1.461113279,13.6176139,8,3.004770711,2.386722364,0.418984635,1.891432191,7.53936359,6.078250311,0.16452103,4.675852459,4.534592879,3.691527947,2.054753574,0.104705027,0.502203976,0.733169019,0.751726433,0.717546151,0.762701884,0.762701884,-0.215342175,-0.029532864,-0.01097545,0.016575714,0.023582454,0.025334139,0,0,0.020679031,0.020679031,0.020679031,0,0,-0.004103317,0.002903424,0.004655109,0,2.793540989,0.90503801,0.323975203,2.795435104,0.995697917,0.356187098,-0.001894115,-0.090659907,-0.032211895,1.668429069,0.017329655,0.01038681,1.666126208,0.025846951,0.015513201,0.002302861,-0.008517296,-0.005126391,0.55920679,0.060768067,0.475392565,0.078929864,0.083814225,-0.018161798,14,14,13,13,1,4,4,4,4,0,4,4,2,2,8,8,-44.79793186,-44.87071452,0.072782664,-7.789464633,0.51332903,-183.1193941,0.78854279,-28.7217999,0.320102442,-7.807920497,0.188587236,-183.1775322,2.84E-14,-28.82540712,0.069781485,0.018455864,0.324741795,0.058138062,0.78854279,0.103607214,0.250320957,train
2208,Li2CrO4,mp-758665,mp-756967,-29.320517,6.941,51.9961,15.9994,12,57,101,0.285714286,0.142857143,0.571428571,3.428571429,8.142857143,8,0.618048347,0.388198758,5.391493075,3.004770711,3.721342841,0.675854024,0.50929368,7.53936359,0.63,1.461113279,13.6176139,8,3.004770711,2.386722364,0.418984635,1.891432191,7.53936359,6.078250311,0.16452103,4.675852459,4.534592879,3.691527947,4.264878453,0.446589368,1.133292267,1.133292267,1.133292267,0.717546151,0.762701884,0.762701884,0.415746116,0.370590384,0.370590384,0.01997313,0.01997313,0.01997313,0,0,0.020679031,0.020679031,0.020679031,0,0,-0.0007059,-0.0007059,-0.0007059,0,2.906628276,0.782306911,0.269145841,2.795435104,0.995697917,0.356187098,0.111193172,-0.213391006,-0.087041257,1.664569184,0.002208655,0.001326863,1.666126208,0.025846951,0.015513201,-0.001557024,-0.023638296,-0.014186338,0.578547003,1.24E-16,0.475392565,0.078929864,0.103154439,-0.078929864,14,14,13,13,1,4,4,4,4,0,4,4,2,2,8,8,-45.011227,-44.87071452,-0.140512479,-7.871427479,2.04E-15,-183.4722854,2.84E-14,-28.96586216,0.422407602,-7.807920497,0.188587236,-183.1775322,2.84E-14,-28.82540712,0.069781485,-0.063506982,-0.188587236,-0.294753207,0,-0.140455046,0.352626118,val
2209,MnCo3O8,mp-753551,mp-757029,-28.8801,54.938045,58.933195,15.9994,60,64,101,0.083333333,0.25,0.666666667,5,16,8,-0.518213483,0.502040816,7.434290624,3.717145312,4.271623375,0.662256102,0.493273543,7.53936359,0.63,1.461113279,13.6176139,8,3.458038571,3.976252054,0.251493111,1.503681179,7.53936359,6.078250311,0.16452103,4.675852459,4.081325019,2.101998257,-4.53E-07,0.031159507,0.123898064,0.123921276,0.123927079,4.44E-16,4.44E-16,4.44E-16,0.123898064,0.123921276,0.123927079,0.07234386,0.07261193,0.072715216,0,0,4.36E-16,5.94E-16,6.28E-16,0,0,0.07234386,0.07261193,0.072715216,0,1.941670475,0.009770748,0.005032135,1.930089843,5.42E-08,2.81E-08,0.011580632,0.009770694,0.005032107,1.879970606,0.020012074,0.010644886,1.883391611,0.006464114,0.003432167,-0.003421005,0.013547959,0.00721272,0.04383318,0.000386666,0.160253021,0,-0.116419841,0.000386666,6,6,6,6,0,6,6,6,6,0,2,1,6,3,16,8,-50.8024789,-49.92781643,-0.874662473,-225.9444609,0.032298273,-55.94964676,0.00826477,-26.97954321,2.957103726,-217.9611152,0,-52.59636903,2.02E-06,-27.92294687,2.610127416,-7.983345768,0.032298273,-3.353277725,0.008262754,0.943403658,0.34697631,train
2210,MnCo3O8,mp-753620,mp-757029,11.043073,54.938045,58.933195,15.9994,60,64,101,0.083333333,0.25,0.666666667,5,16,8,-0.518213483,0.502040816,7.434290624,3.717145312,4.271623375,0.662256102,0.493273543,7.53936359,0.63,1.461113279,13.6176139,8,3.458038571,3.976252054,0.251493111,1.503681179,7.53936359,6.078250311,0.16452103,4.675852459,4.081325019,2.101998257,-4.53E-07,0.031159507,0.123898064,0.123921276,0.123927079,3.70E-16,3.70E-16,3.70E-16,0.123898064,0.123921276,0.123927079,0.07234386,0.07261193,0.072715216,0,0,4.32E-05,6.48E-05,6.48E-05,0,0,0.072300674,0.072547152,0.072650438,0,1.941670475,0.009770748,0.005032135,1.916548724,3.14E-16,1.64E-16,0.025121751,0.009770748,0.005032135,1.879970606,0.020012074,0.010644886,1.88605181,0.001302737,0.000690722,-0.006081204,0.018709336,0.009954164,0.04383318,0.000386666,1,0,-0.95616682,0.000386666,6,6,6,6,0,6,6,6,6,0,2,1,6,3,16,8,-50.8024789,-30.55425675,-20.24822215,-225.9444609,0.032298273,-55.94964676,0.00826477,-26.97954321,2.957103726,186.9803595,0,-109.1500539,44.28592829,-28.27265985,73.87430656,-412.9248205,0.032298273,53.20040718,-44.27766352,1.293116639,-70.91720283,train
2211,MnCo3O8,mp-773602,mp-757029,7.9122295,54.938045,58.933195,15.9994,60,64,101,0.083333333,0.25,0.666666667,5,16,8,-0.518213483,0.502040816,7.434290624,3.717145312,4.271623375,0.662256102,0.493273543,7.53936359,0.63,1.461113279,13.6176139,8,3.458038571,3.976252054,0.251493111,1.503681179,7.53936359,6.078250311,0.16452103,4.675852459,4.081325019,2.101998257,-4.53E-07,0.031159507,0.123898064,0.123921276,0.123927079,2.19E-16,2.19E-16,2.19E-16,0.123898064,0.123921276,0.123927079,0.07234386,0.07261193,0.072715216,0,0,3.75E-16,4.55E-16,4.58E-16,0,0,0.07234386,0.07261193,0.072715216,0,1.941670475,0.009770748,0.005032135,1.929682939,9.55E-08,4.95E-08,0.011987536,0.009770653,0.005032086,1.879970606,0.020012074,0.010644886,1.891715373,0.003882957,0.002052612,-0.011744767,0.016129117,0.008592275,0.04383318,0.000386666,0.141107728,0,-0.097274548,0.000386666,6,6,6,6,0,6,6,6,6,0,2,1,6,3,16,8,-50.8024789,-49.85984668,-0.942632224,-225.9444609,0.032298273,-55.94964676,0.00826477,-26.97954321,2.957103726,-216.7609803,0,-52.33731717,2.36E-06,-28.06815355,2.664228643,-9.183480641,0.032298273,-3.612329589,0.00826241,1.088610341,0.292875084,train
2212,KSb5O13,mp-1223385,mp-757115,-0.16401052,39.0983,121.76,15.9994,10,88,101,0.052631579,0.263157895,0.684210526,0.526315789,23.15789474,8,0.501454459,0.52955665,4.340556132,2.421005295,4.84560181,1.047402727,0.445238095,7.53936359,0.63,1.461113279,13.6176139,8,2.421005296,1.919550837,0.520955205,1.526728682,7.53936359,6.078250311,0.16452103,4.675852459,5.118358294,4.158699474,5.115806172,0.095827418,0.184037366,0.184037366,0.184037366,0.055427983,0.055427983,0.055427983,0.128609383,0.128609383,0.128609383,0.126189596,0.165962866,0.165962866,0.8,0,0.12627956,0.164015843,0.164015843,0.8,0,-9.00E-05,0.001947023,0.001947023,0,2.740677827,0.072784936,0.026557276,2.714013184,0.054890635,0.020224896,0.026664643,0.017894301,0.006332379,2.023540209,0.073000393,0.036075583,1.993237661,0.072776165,0.036511534,0.030302548,0.000224228,-0.000435951,0.371915859,0,0.371216701,3.93E-17,0.000699159,-3.93E-17,7,7,7,7,0,6,6,6,6,0,2,2,10,10,26,26,-50.86619243,-51.68706294,0.820870514,-8.92463473,8.04E-15,-123.1153706,4.41328951,-26.30432064,3.27817562,-8.889398898,1.07E-14,-125.166374,4.487644177,-26.71791744,3.182794909,-0.035235831,-2.62E-15,2.05100343,-0.074354667,0.413596804,0.095380711,train
2213,P4WO12,mp-766395,mp-757191,-11.170678,30.973762,183.84,15.9994,90,55,101,0.235294118,0.058823529,0.705882353,21.17647059,3.235294118,8,0.746610893,0.516129032,10.48656804,5.616589466,4.398388757,0.816289878,0.455639098,7.53936359,0.63,1.461113279,13.6176139,8,5.616589467,4.869978574,0.205339712,3.238831214,7.53936359,6.078250311,0.16452103,4.675852459,1.922774123,1.208271737,0.198258227,0.015396576,0.719787269,0.834534418,0.834534418,0.536047827,0.698789443,0.698789443,0.183739442,0.135744975,0.135744975,0.022599509,0.022599509,0.022599509,0,0,2.74E-16,3.06E-16,3.14E-16,0,0,0.022599509,0.022599509,0.022599509,0,2.6284495,1.010082272,0.384288255,3.165578649,1.099991918,0.347485259,-0.537129148,-0.089909646,0.036802995,2.024772427,0.0346934,0.017134469,2.070873576,0.047767309,0.02306626,-0.046101148,-0.013073909,-0.005931792,0.505253733,0.130086867,0.44866588,0.056404011,0.056587854,0.073682855,10,6,15,15,-5,6,6,6,6,0,8,8,2,2,24,24,-61.43137953,-60.36815683,-1.063222696,-141.641612,1.117112028,-80.1799727,0,-33.1322526,3.561305052,-139.454429,2.831794884,-76.45668047,1.00E-14,-32.66535582,4.099405068,-2.187183065,-1.714682856,-3.723292221,-1.00E-14,-0.46689678,-0.538100016,train
2214,P4WO12,mp-767776,mp-757191,-7.266291,30.973762,183.84,15.9994,90,55,101,0.235294118,0.058823529,0.705882353,21.17647059,3.235294118,8,0.746610893,0.516129032,10.48656804,5.616589466,4.398388757,0.816289878,0.455639098,7.53936359,0.63,1.461113279,13.6176139,8,5.616589467,4.869978574,0.205339712,3.238831214,7.53936359,6.078250311,0.16452103,4.675852459,1.922774123,1.208271737,0.198258227,0.015396576,0.719787269,0.834534418,0.834534418,0.454240694,0.493767229,0.493767229,0.265546575,0.340767188,0.340767188,0.022599509,0.022599509,0.022599509,0,0,0.02601344,0.02601344,0.02601344,0,0,-0.003413931,-0.003413931,-0.003413931,0,2.6284495,1.010082272,0.384288255,3.20048912,1.163851294,0.363647946,-0.57203962,-0.153769022,0.020640309,2.024772427,0.0346934,0.017134469,2.01971193,0.029491888,0.014602027,0.005060497,0.005201512,0.002532442,0.505253733,0.130086867,0.355317691,0.034582681,0.149936042,0.095504185,10,6,14.5,13,-4.5,6,6,6,6,0,8,8,2,2,24,24,-61.43137953,-61.73064191,0.299262385,-141.641612,1.117112028,-80.1799727,0,-33.1322526,3.561305052,-144.6743411,0.649982544,-86.72784367,2.25E-14,-31.99964202,3.583972975,3.032729107,0.467129484,6.547870978,-2.25E-14,-1.132610572,-0.022667923,train
2215,Hf2N2O,mp-752754,mp-757336,-102.96166,178.49,14.0067,15.9994,50,100,101,0.4,0.4,0.2,20,40,8,0.178058153,0.45480226,6.824871569,3.501464861,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.501464861,3.323406708,0.300896065,1.844531417,7.53936359,6.078250311,0.16452103,4.675852459,4.037898729,2.754843603,0.758510287,0.074861157,1.219300631,1.850998242,1.884545105,1.431666394,1.826781714,1.826781714,-0.212365763,0.024216528,0.057763391,0.823455186,1.417730746,1.865619053,1,1,1.408382046,2.245824348,2.245824348,1,1,-0.58492686,-0.828093602,-0.380205295,0,4.144479862,1.497070804,0.361220431,2.448375688,0.14348259,0.058603176,1.696104174,1.353588214,0.302617256,3.214187149,0.642155946,0.199787976,2.838913646,0.026404115,0.009300781,0.375273503,0.615751831,0.190487195,0.551380424,0.131935257,0.817540881,0.182459119,-0.266160457,-0.050523862,7.6875,8,6.5,6,1.1875,4.75,5,4.5,4,0.25,16,8,16,8,8,4,-60.27766306,-59.0440353,-1.233627765,-87.19628946,1.176151771,-51.02651655,0.531914228,-24.94270329,0.377369523,-86.06205707,0.929330828,-50.29551377,0.164541698,-22.50503482,2.06E-14,-1.134232391,0.246820943,-0.731002788,0.367372529,-2.437668468,0.377369523,train
2216,Hf2N2O,mp-754361,mp-757336,-92.90075,178.49,14.0067,15.9994,50,100,101,0.4,0.4,0.2,20,40,8,0.178058153,0.45480226,6.824871569,3.501464861,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.501464861,3.323406708,0.300896065,1.844531417,7.53936359,6.078250311,0.16452103,4.675852459,4.037898729,2.754843603,0.758510287,0.074861157,1.219300631,1.850998242,1.884545105,2.013877102,2.025235829,2.025235829,-0.794576472,-0.174237587,-0.140690724,0.823455186,1.417730746,1.865619053,1,1,1.672054365,1.896440955,1.896440955,1,1,-0.848599179,-0.478710209,-0.030821902,0,4.144479862,1.497070804,0.361220431,3.215068995,0.890955975,0.277118773,0.929410868,0.606114829,0.084101658,3.214187149,0.642155946,0.199787976,3.078592517,0.19581766,0.063606229,0.135594632,0.446338286,0.136181748,0.551380424,0.131935257,0.613025334,0.105663107,-0.06164491,0.02627215,7.6875,8,7,6,0.6875,4.75,5,5,5,-0.25,16,8,16,8,8,4,-60.27766306,-59.54254529,-0.735117769,-87.19628946,1.176151771,-51.02651655,0.531914228,-24.94270329,0.377369523,-86.115031,1.599672208,-50.17166314,0.538541362,-25.13933819,8.33E-15,-1.08125846,-0.423520437,-0.854853413,-0.006627135,0.196634898,0.377369523,train
2217,Hf2N2O,mp-755314,mp-757336,-68.59635,178.49,14.0067,15.9994,50,100,101,0.4,0.4,0.2,20,40,8,0.178058153,0.45480226,6.824871569,3.501464861,7.26690767,-0.070477034,0.388888889,7.53936359,0.63,1.461113279,13.6176139,8,3.501464861,3.323406708,0.300896065,1.844531417,7.53936359,6.078250311,0.16452103,4.675852459,4.037898729,2.754843603,0.758510287,0.074861157,1.219300631,1.850998242,1.884545105,2.601397476,3.541677537,3.541677537,-1.382096846,-1.690679295,-1.657132433,0.823455186,1.417730746,1.865619053,1,1,1.586201359,3.339794494,3.339794494,1,1,-0.762746173,-1.922063748,-1.474175441,0,4.144479862,1.497070804,0.361220431,4.223395533,2.172971518,0.514508173,-0.078915671,-0.675900714,-0.153287741,3.214187149,0.642155946,0.199787976,4.731483664,1.299635447,0.274678207,-1.517296516,-0.657479501,-0.07489023,0.551380424,0.131935257,0.886665794,0.070085214,-0.335285371,0.061850043,7.6875,8,8.666666667,6,-0.979166667,4.75,5,4.333333333,5,0.416666667,16,6,16,6,8,3,-60.27766306,-59.66169419,-0.615968871,-87.19628946,1.176151771,-51.02651655,0.531914228,-24.94270329,0.377369523,-86.6465666,0.668640607,-50.90850043,0.397760831,-23.19833688,0.616479211,-0.549722853,0.507511164,-0.118016119,0.134153397,-1.744366412,-0.239109688,train
